file_path,labels
/content/drive/My Drive/iMaterialist2000/541977e982b9ac5e1b7701c5-large.jpg,Formal Dresses;Blue;Female;Sweetheart Neckline;Sequins;Sleeveless;Rhinestone Studded
/content/drive/My Drive/iMaterialist2000/53cf5ce5165f720f09ccc55c-large.jpg,Dance Wear;Female
/content/drive/My Drive/iMaterialist2000/5463c95170de7972a2b25ab8-large.jpg,Casual Dresses;Blue;Female;Round Neck;Long Sleeved;Tunic
/content/drive/My Drive/iMaterialist2000/54851510b6f2a920476991a8-large.jpg,Jumpsuits Overalls & Rompers;Female;Denim;Round Neck;Ripped;Short Sleeves
/content/drive/My Drive/iMaterialist2000/57a2d8af9ff95e5ec4037cbf-large.jpg,Cardigans;Gray;Female;Knit;V-Necks;Long Sleeved
/content/drive/My Drive/iMaterialist2000/57d7d782a835631e3d9a22ba-large.jpg,Casual Pants;Green;Female;Plush;Camouflage
/content/drive/My Drive/iMaterialist2000/543351533dabbe5c64b18837-large.jpg,Harem Pants;Blue;Gray;Black;Male;Cotton
/content/drive/My Drive/iMaterialist2000/57fe05d0a4bf5e20f36ce500-large.jpg,Casual Pants;Black;Male;Long Sleeved
/content/drive/My Drive/iMaterialist2000/53b5f65cde30d67926776f7c-large.jpg,Neutral;Round Neck;Galaxy;Long Sleeved;Printed
/content/drive/My Drive/iMaterialist2000/58f9bfbaffaf4249c37b6922-large.jpg,Dresses;Black;Female;V-Necks;Short Sleeves;Bodycon
/content/drive/My Drive/iMaterialist2000/57c6955f52c0b51f571ff18c-large.jpg,Party Dresses;Female;Polyester;V-Necks;Sleeveless;Bodycon
/content/drive/My Drive/iMaterialist2000/57eb64f13022a61c616022e7-large.jpg,Corsets;Female
/content/drive/My Drive/iMaterialist2000/558d5d155b32603fe7e238b5-large.jpg,Jerseys;Male;Polyester;Turtlenecks;Short Sleeves
/content/drive/My Drive/iMaterialist2000/59804b454904644745b30bfd-large.jpg,Skirts;Brown;Blue;Green;Black;White;Purple;Red;Female;Round Neck;Pleated
/content/drive/My Drive/iMaterialist2000/568dc5f4e8faa77d4c2b2bf5-large.jpg,Male
/content/drive/My Drive/iMaterialist2000/542107d3b2cecb0ab809a1ad-large.jpg,Dress Shirts;Male;Collared;Long Sleeved;Printed
/content/drive/My Drive/iMaterialist2000/57774ec5c201ac781b72b846-large.jpg,Blouses;Black;White;Female;Polyester;Off The Shoulder;Long Sleeved;Peplum
/content/drive/My Drive/iMaterialist2000/56416bc26fd2a647a5208d98-large.jpg,Athletic Pants;Neutral;Polyester
/content/drive/My Drive/iMaterialist2000/5523a6d24256f40293652a72-large.jpg,Casual Dresses;Female;Silk;V-Necks;Leopard And Cheetah;Short Sleeves;Summer
/content/drive/My Drive/iMaterialist2000/5527d10647950a0d7e8732b0-large.jpg,Black;White;Female;Round Neck;Long Sleeved;Tunic
/content/drive/My Drive/iMaterialist2000/55794cd154cb1119f9df1c5c-large.jpg,Polos;Male;Cotton;Collared;Short Sleeves
/content/drive/My Drive/iMaterialist2000/526936d49e673677717fbb9e-large.jpg,Female;V-Necks;Long Sleeved;Bodycon
/content/drive/My Drive/iMaterialist2000/5439056111c1a10e11e1853b-large.jpg,Female;Knit;Round Neck;Long Sleeved;Furry
/content/drive/My Drive/iMaterialist2000/53c38d6560beeb10dd662765-large.jpg,Yellow;Female;Round Neck;Sleeveless;Bodycon
/content/drive/My Drive/iMaterialist2000/53679ce85aefb06eff48a63d-large.jpg,Dresses;Female;Spandex;Polyester;Sleeveless;Pleated
/content/drive/My Drive/iMaterialist2000/55359cfa08a3f06d5c784e98-large.jpg,Swim Trunks;Blue;Green;Yellow;Red;Male;Nylon
/content/drive/My Drive/iMaterialist2000/5332b17239ee750df1c99636-large.jpg,Dresses;Female;Round Neck;Sleeveless;Pleated
/content/drive/My Drive/iMaterialist2000/537be58c2752e67f72dfbb17-large.jpg,Clubbing Dresses;Female;Sweetheart Neckline;Leopard And Cheetah;Sleeveless;Spaghetti Straps
/content/drive/My Drive/iMaterialist2000/58bd862aa78a18529c07e6d4-large.jpg,Swimsuits;Black;Female;Spandex
/content/drive/My Drive/iMaterialist2000/5655b2adc187653d2735618a-large.jpg,Capes & Capelets;Blue;Female;Knit;Vintage Retro
/content/drive/My Drive/iMaterialist2000/5381ad29dde6d00dbf446a9d-large.jpg,Dress Shirts;Male;V-Necks;Long Sleeved
/content/drive/My Drive/iMaterialist2000/586ff925f55d126fda51a474-large.jpg,Dress Shirts;Blue;Gray;Green;Pink;Black;White;Purple;Male;Cotton;Collared;Long Sleeved
/content/drive/My Drive/iMaterialist2000/58e9821acef4b119259c3632-large.jpg,Crop Tops;Gray;Black;White;Female;Backless Dresses;Sleeveless;Spaghetti Straps
/content/drive/My Drive/iMaterialist2000/53970773ab980a3bd969194f-large.jpg,Female;Spandex;V-Necks;Long Sleeved;Bodycon
/content/drive/My Drive/iMaterialist2000/5376feac43d24777d7106033-large.jpg,Dresses;Female;Round Neck;Sleeveless;Bodycon
/content/drive/My Drive/iMaterialist2000/58637462479ca94ed9f57c75-large.jpg,Casual Dresses;Female;Round Neck;Sleeveless;Summer
/content/drive/My Drive/iMaterialist2000/57a4411decacab5edf76164d-large.jpg,Pullover Sweaters;Female;Round Neck;Long Sleeved;Embroidered
/content/drive/My Drive/iMaterialist2000/5865e890238d604f98a411f7-large.jpg,Black;White;Female;Cotton;Polyester;V-Necks;Short Sleeves
/content/drive/My Drive/iMaterialist2000/58f43c063d1c471f0c8bd2eb-large.jpg,T-Shirts;White;Male;Cotton;Round Neck;Short Sleeves
/content/drive/My Drive/iMaterialist2000/556fbfa15b96f719e84f52f2-large.jpg,Party Dresses;Black;Female;V-Necks;Sleeveless;Bodycon
/content/drive/My Drive/iMaterialist2000/53a3d34f6fa88c7a0b3a217e-large.jpg,Female;Knit;Lace;Round Neck;Stripes;Long Sleeved;Furry
/content/drive/My Drive/iMaterialist2000/53416655aad56a0d471845fa-large.jpg,Casual Shorts;Male
/content/drive/My Drive/iMaterialist2000/535a65c350496e0e084cad37-large.jpg,Skirts;Female;Lace;Sweetheart Neckline;Crochet;Sleeveless;Hollow-Out
/content/drive/My Drive/iMaterialist2000/57a409d94288125eef35abe1-large.jpg,Jeans;Blue;Female;Denim;Ripped
/content/drive/My Drive/iMaterialist2000/58646fd7b64aab755f504708-large.jpg,Leggings;Female;Printed
/content/drive/My Drive/iMaterialist2000/58ef103f2539952bf71d8642-large.jpg,Maternity;Black;Female
/content/drive/My Drive/iMaterialist2000/590b00cd6498812ac52796f3-large.jpg,Shorts;Neutral
/content/drive/My Drive/iMaterialist2000/53a3ad336fa88c7a0b3a069c-large.jpg,Leggings;Female;Round Neck;Short Sleeves;Summer
/content/drive/My Drive/iMaterialist2000/535a4a64d51bb30ca6002e6e-large.jpg,Costumes & Cosplay;Yellow;Female;V-Necks;Puff Sleeves;Criss Cross
/content/drive/My Drive/iMaterialist2000/53b8a480ff4d6d2520110c94-large.jpg,Wedding Dresses;Female;Chiffon;Shoulder Drapes;Ruched;Sleeveless;Beaded
/content/drive/My Drive/iMaterialist2000/53e9e9bd495d280a5c33808e-large.jpg,Dresses;Black;Female;Lace;Mesh;Hollow-Out
NA,Casual Shoes;Male;Vintage Retro
/content/drive/My Drive/iMaterialist2000/522f937e3deaf70988580fec-large.jpg,Casual Shirts;Blue;Male;Round Neck;Short Sleeves;Printed
/content/drive/My Drive/iMaterialist2000/526d1c53f70e390d3885bfc5-large.jpg,Female;Faux Fur;Quilted;Long Sleeved;Furry
/content/drive/My Drive/iMaterialist2000/5799f7faf274a54d52c9604c-large.jpg,Casual Pants;Male
/content/drive/My Drive/iMaterialist2000/541d27286f6e150ad942c90b-large.jpg,Bubble Coats;Male;Collared;Long Sleeved;Printed
/content/drive/My Drive/iMaterialist2000/51aef087515e2833ae254472-large.jpg,Blouses;Orange;Female;Chiffon;Cotton;Round Neck;Ruffles;Short Sleeves;Tunic
/content/drive/My Drive/iMaterialist2000/53876a578880c80f771f1a54-large.jpg,Jackets;Blue;Red;Male;Leather;V-Necks;Long Sleeved
/content/drive/My Drive/iMaterialist2000/5397472cb9ee84223bc5881c-large.jpg,Dresses;Pink;Female;Sweetheart Neckline;Ruffles;Ruched;Sleeveless;Beaded
/content/drive/My Drive/iMaterialist2000/59ccee3587e82f411b63546c-large.jpg,Yoga Pants;Female
/content/drive/My Drive/iMaterialist2000/538d2da5aa1c1551663129a4-large.jpg,"Hosiery, Stockings, Tights;Female;Lace"
/content/drive/My Drive/iMaterialist2000/58ede4573443e14287f4feb2-large.jpg,Harem Pants;Black;Red;Male;Cotton
/content/drive/My Drive/iMaterialist2000/532ddb9c0a74fb7062680ceb-large.jpg,Casual Dresses;Yellow;Female;V-Necks;Sleeveless;Asymmetric
/content/drive/My Drive/iMaterialist2000/5656cbc9d691b00ccbb248d5-large.jpg,Bubble Coats;Female;Quilted;Long Sleeved;Furry
/content/drive/My Drive/iMaterialist2000/53f19e179020ee3bd14d1e86-large.jpg,Leggings;Pink;Female;Spandex;Polyester;Printed
/content/drive/My Drive/iMaterialist2000/5377556c43d247511810629f-large.jpg,"Hosiery, Stockings, Tights;Female;Nylon;Printed"
/content/drive/My Drive/iMaterialist2000/561b24353db84d1099fc092f-large.jpg,Athletic Shorts;Red;Male;Polyester;Short Sleeves
/content/drive/My Drive/iMaterialist2000/584a45850d4463627a30047b-large.jpg,Nightgowns;Multi Color;Female;Satin;Silk;Embroidered
/content/drive/My Drive/iMaterialist2000/543f6bec3dabbe38fbe17c51-large.jpg,Female;Cashmere;Knit;Wool;Round Neck;Long Sleeved;Furry
/content/drive/My Drive/iMaterialist2000/589c011436839210c7fe4f9e-large.jpg,Tank Tops;Female;Lace;V-Necks;Sleeveless;Spaghetti Straps
/content/drive/My Drive/iMaterialist2000/595df8acfcb61c617db732de-large.jpg,Jumpsuits Overalls & Rompers;Female;V-Necks;Floral;Sleeveless;Bodycon
/content/drive/My Drive/iMaterialist2000/533386b8220e680dcd9342cd-large.jpg,Bikinis;Female;Spandex;Sweetheart Neckline;Ruffles;Polka Dot;Sleeveless
/content/drive/My Drive/iMaterialist2000/59cbe02252605840ce713d30-large.jpg,Dresses;Gray;Black;Red;Female;Backless Dresses;Sleeveless;Bodycon
/content/drive/My Drive/iMaterialist2000/5736dda559d6b45f0e5810e8-large.jpg,Capri Pants;Pink;Black;Female;Pleated
/content/drive/My Drive/iMaterialist2000/53b511b923228f5800aa212d-large.jpg,Wedding Dresses;Female;Lace;Sweetheart Neckline;Strapless;Beaded
/content/drive/My Drive/iMaterialist2000/58a6b01b47a3e459d0cbc7cd-large.jpg,Casual Dresses;Female;Polyester;V-Necks;Long Sleeved;Wrap
/content/drive/My Drive/iMaterialist2000/589150a3c3c4db6e870dccb5-large.jpg,"Hosiery, Stockings, Tights;Black;White;Purple;Red;Female;Lace;Silk;Mesh"
/content/drive/My Drive/iMaterialist2000/595cc9874c4ba4710e77a30b-large.jpg,Female
/content/drive/My Drive/iMaterialist2000/5667f0cd55e4d00c3910a397-large.jpg,Dress Shirts;Male;Collared;Long Sleeved
NA,Casual Dresses;Female;Round Neck;Stripes;Long Sleeved;Tunic
/content/drive/My Drive/iMaterialist2000/5421415df420dd08fd38ceeb-large.jpg,Batwing Tops;Female;Cotton;Round Neck;Short Sleeves
/content/drive/My Drive/iMaterialist2000/57cf835de385e92273c6e320-large.jpg,Dresses;Female;Off The Shoulder;Long Sleeved;Bodycon
/content/drive/My Drive/iMaterialist2000/589ab97f9aa31352f54d9d25-large.jpg,Sweatpants;Male
/content/drive/My Drive/iMaterialist2000/5881e3deebd88d1315bd8966-large.jpg,Tank Tops;Gray;Red;Male;Cotton;Round Neck;Galaxy;Sleeveless;Printed
/content/drive/My Drive/iMaterialist2000/54390e727541ce32b27aa8ba-large.jpg,Female;Knit;Round Neck;Long Sleeved;Hollow-Out
/content/drive/My Drive/iMaterialist2000/569b15794f69395c9faf3a61-large.jpg,Dance Wear;Blue;Pink;Black;Purple;Yellow;Red;Neutral;Sequins
/content/drive/My Drive/iMaterialist2000/537c4db3736046104dda46d3-large.jpg,Party Dresses;Female;V-Necks;Long Sleeved;Peplum
/content/drive/My Drive/iMaterialist2000/56066fdd7023df16f3160902-large.jpg,Skirts;Female;Cotton;Floral;Pleated
/content/drive/My Drive/iMaterialist2000/59eeec010e2bbe6a6dfaedf4-large.jpg,Casual Shoes;Black;Female;Peplum
/content/drive/My Drive/iMaterialist2000/58c6786de6868152bfaefe9e-large.jpg,Blouses;Female;Lace;Off The Shoulder;Long Sleeved;Embroidered
/content/drive/My Drive/iMaterialist2000/53cd2590ba62080f09b770e7-large.jpg,Blouses;Female;Cotton;Round Neck;Long Sleeved;Printed
/content/drive/My Drive/iMaterialist2000/59c0c626ddfb297c86b0174e-large.jpg,Jackets;Blue;Green;Purple;Yellow;Red;Female;Fleece;Long Sleeved;Furry
/content/drive/My Drive/iMaterialist2000/55a62d04fa6d460b9e5cdb9e-large.jpg,Prom Dresses;Red;Female;Tulle;Sweetheart Neckline;Floral;Sequins;Strapless
/content/drive/My Drive/iMaterialist2000/57c696753ed23d708448e6e8-large.jpg,Nightgowns;Blue;Pink;Black;Purple;Female;Lace;V-Necks;Mesh;Sleeveless;Spaghetti Straps
/content/drive/My Drive/iMaterialist2000/593dfe117964e0151944a5f8-large.jpg,Skirts;Black;White;Female;Off The Shoulder;Ruffles;Pleated
/content/drive/My Drive/iMaterialist2000/54dd62ee993af309cf7942e0-large.jpg,Party Dresses;Female;V-Necks;Long Sleeved;Pleated
/content/drive/My Drive/iMaterialist2000/5350e0b25799bd396274846a-large.jpg,Casual Dresses;Gray;Black;Female;Cotton;Round Neck;Long Sleeved;Tunic
/content/drive/My Drive/iMaterialist2000/56af1114c194c1134cca8fa7-large.jpg,Leggings;Female;Polyester;Galaxy
/content/drive/My Drive/iMaterialist2000/570827c6bec06d0e66340aff-large.jpg,Jackets;Blue;Green;Pink;Red;Female;Collared;Long Sleeved
/content/drive/My Drive/iMaterialist2000/55bf96f1fba3fd421244e33e-large.jpg,Suits & Blazers;Gray;Black;White;Male;Turtlenecks;Long Sleeved
/content/drive/My Drive/iMaterialist2000/537d57d96fc9ed353ef45e55-large.jpg,Three Piece Suits;Female;Spandex;Round Neck;Sleeveless
/content/drive/My Drive/iMaterialist2000/5677de52af9cfa4631edaada-large.jpg,T-Shirts;Black;Female;Cotton;Round Neck;Short Sleeves
/content/drive/My Drive/iMaterialist2000/54cc3e97d5ffe874fe6faf1a-large.jpg,Leggings;Female;Velvet;Printed
/content/drive/My Drive/iMaterialist2000/530eb453548f4a2d8b3f1227-large.jpg,Dresses;Blue;Female;Round Neck;Mesh;Long Sleeved;Peplum
/content/drive/My Drive/iMaterialist2000/580bc085df55fd21449f0903-large.jpg,Kimonos;Blue;Female;Floral
/content/drive/My Drive/iMaterialist2000/55a689cae9f0a915732bf924-large.jpg,Casual Dresses;Blue;Red;Female;Chiffon;Sweetheart Neckline;Floral;Sleeveless;Spaghetti Straps
/content/drive/My Drive/iMaterialist2000/571acdd6a6fa6a5d0900453f-large.jpg,Casual Dresses;Female;Polyester;U-Necks;Sleeveless;Summer
/content/drive/My Drive/iMaterialist2000/59b257db14581c031f7ea907-large.jpg,Blue;Pink;White;Female;Lace;V-Necks;Long Sleeved;Summer
/content/drive/My Drive/iMaterialist2000/53a7f303d6cb570c56920cfb-large.jpg,Leggings;Brown;White;Red;Neutral;Fleece;Checkered
/content/drive/My Drive/iMaterialist2000/57edda860ef940189c2fa449-large.jpg,Dress Shirts;Male;Collared;Long Sleeved
/content/drive/My Drive/iMaterialist2000/53d2257c3384850ee970d9ba-large.jpg,Dresses;Black;Female;V-Necks;Long Sleeved;Bodycon
/content/drive/My Drive/iMaterialist2000/53b214ff38d304335c43b033-large.jpg,Casual Dresses;Female;Lace;Round Neck;Long Sleeved;Bodycon
/content/drive/My Drive/iMaterialist2000/535a4e0bd51bb30e72002e30-large.jpg,Jumpsuits Overalls & Rompers;Female;Leather;Round Neck;Sleeveless;Furry
/content/drive/My Drive/iMaterialist2000/540962402b708f6720ef69a4-large.jpg,Blouses;Green;Female;Round Neck;Long Sleeved;Pleated
/content/drive/My Drive/iMaterialist2000/5420c93e82b9ac68f7dfd740-large.jpg,Prom Dresses;Female;Chiffon;Sweetheart Neckline;Ruched;Strapless;Pleated
/content/drive/My Drive/iMaterialist2000/5a1cf9e4f6309c3520f25597-large.jpg,Hoodies & Sweatshirts;Female;Long Sleeved
/content/drive/My Drive/iMaterialist2000/535669919422fc4eb26dbf43-large.jpg,Casual Dresses;Female;Denim;Collared;Short Sleeves;Wrap
/content/drive/My Drive/iMaterialist2000/582401dc8c2f6d65bed8fc82-large.jpg,Uniforms;Blue;Red;Neutral;Collared;Long Sleeved
/content/drive/My Drive/iMaterialist2000/53beb45598fc251b0afbcd1d-large.jpg,Jackets;Male;Leopard And Cheetah;Vintage Retro
/content/drive/My Drive/iMaterialist2000/53a90166b8a383244a44f2a1-large.jpg,Dresses;Female;Lace;Sweetheart Neckline;Strapless;Beaded
/content/drive/My Drive/iMaterialist2000/51ef9a8b83fc3636d177fe37-large.jpg,Skirts;Female;Velvet;Pleated
/content/drive/My Drive/iMaterialist2000/531fcfc6a801b666c14df47b-large.jpg,Suits & Blazers;Black;Male;Long Sleeved
/content/drive/My Drive/iMaterialist2000/56ce6b0b5fcde94922e4f080-large.jpg,Maternity;Blue;Pink;Red;Female;Spandex
/content/drive/My Drive/iMaterialist2000/519f824446507a120f166655-large.jpg,Casual Dresses;Female;Chiffon;V-Necks;Floral;Sleeveless;Summer
/content/drive/My Drive/iMaterialist2000/568f8021537e7e07e78363ab-large.jpg,Green;Black;Red;Female;Faux Fur;Collared;Long Sleeved;Furry
/content/drive/My Drive/iMaterialist2000/535ffc3f0cbe6a0ca7953143-large.jpg,T-Shirts;Black;White;Neutral;Cotton;V-Necks;Hearts;Short Sleeves
/content/drive/My Drive/iMaterialist2000/55544340f5b6ae0e992a993c-large.jpg,Casual Dresses;Blue;Black;Female;V-Necks;Ruched;Long Sleeved;Asymmetric
/content/drive/My Drive/iMaterialist2000/5906fa5897b1682279ec6e5d-large.jpg,T-Shirts;Female;Round Neck;Stripes;Short Sleeves
/content/drive/My Drive/iMaterialist2000/56cac9c261d6cf3c53d67f75-large.jpg,Jerseys;Male;Fleece;Round Neck;Long Sleeved
/content/drive/My Drive/iMaterialist2000/58d242fbbbe757557308c1e4-large.jpg,Tank Tops;Blue;Green;Black;White;Red;Male;Spandex;Polyester;Round Neck;Sleeveless
/content/drive/My Drive/iMaterialist2000/578314647c5d59116109e4d9-large.jpg,Swimsuits;Black;Female;Fringe;Vintage Retro
/content/drive/My Drive/iMaterialist2000/58df75315680e25c245a762e-large.jpg,Skirts;Green;Gold;Female;Off The Shoulder;Sleeveless
/content/drive/My Drive/iMaterialist2000/51e219767d41a23761f9ac89-large.jpg,Jeans;Blue;Female;Denim;Ripped
/content/drive/My Drive/iMaterialist2000/589d6ace78314354e45077b6-large.jpg,Crop Tops;White;Female;Backless Dresses;Sleeveless;Spaghetti Straps
/content/drive/My Drive/iMaterialist2000/55c2c8a2ec551d420b0afafc-large.jpg,Hoodies & Sweatshirts;Blue;White;Female;Round Neck;Floral;Long Sleeved;Printed
/content/drive/My Drive/iMaterialist2000/58fd6ffaa2d0e810fb051790-large.jpg,Neutral;Backless Dresses;Sleeveless
/content/drive/My Drive/iMaterialist2000/53db0a3907bda3117caa01e2-large.jpg,Casual Pants;White;Male;Cotton;Floral
/content/drive/My Drive/iMaterialist2000/5484082244a2822dcee52ab2-large.jpg,Bubble Coats;Female;Cotton;Round Neck;Quilted;Long Sleeved;Furry
/content/drive/My Drive/iMaterialist2000/58d35819a905b457ce2e358a-large.jpg,Dresses;Female;V-Necks;Sleeveless;Summer
/content/drive/My Drive/iMaterialist2000/592fd952b44795423133133c-large.jpg,Blouses;Blue;Pink;Black;White;Red;Female;Backless Dresses;Short Sleeves
/content/drive/My Drive/iMaterialist2000/57aae227d227706880100f09-large.jpg,Dress Shirts;Black;White;Male;Collared;Long Sleeved
/content/drive/My Drive/iMaterialist2000/53929ba52727530e0ba59f31-large.jpg,Dresses;White;Female;V-Necks;Sleeveless;Bodycon
/content/drive/My Drive/iMaterialist2000/59b63169af64883118f48b65-large.jpg,Suits & Blazers;Female;Wool;Collared
/content/drive/My Drive/iMaterialist2000/59202c31f853ce39a5050838-large.jpg,Swimsuits;Red;Female;Off The Shoulder;Spaghetti Straps
/content/drive/My Drive/iMaterialist2000/563da5447b07de69ddd99408-large.jpg,Male;Cotton;Round Neck;Galaxy;Long Sleeved;Printed
/content/drive/My Drive/iMaterialist2000/54b13bab61d2d210a1c0888e-large.jpg,Gray;Male;V-Necks;Long Sleeved
/content/drive/My Drive/iMaterialist2000/53a9e4f5b8a38301a544f681-large.jpg,Bikinis;Female;Strapless
/content/drive/My Drive/iMaterialist2000/584132c0764f4816e6ad166b-large.jpg,Athletic Sets;Blue;Gray;Black;Male;Velvet;Long Sleeved
/content/drive/My Drive/iMaterialist2000/561a740037c44731d8433622-large.jpg,Skinny Jeans;Black;Male;Denim;Ripped;Vintage Retro
/content/drive/My Drive/iMaterialist2000/55bb04a449486a41b2e8cc2c-large.jpg,Casual Shorts;Female;Lace;Floral;Crochet
/content/drive/My Drive/iMaterialist2000/5911453c19fd5a27fa9c7f37-large.jpg,Swim Trunks;Blue;Black;Red;Male;Spandex;Nylon
/content/drive/My Drive/iMaterialist2000/5880bd77c444fa4efe184838-large.jpg,Jerseys;Male;Spandex;Round Neck;Camouflage;Long Sleeved
/content/drive/My Drive/iMaterialist2000/5729a4e205df875eacf0c6a4-large.jpg,T-Shirts;Black;Female;Cotton;Round Neck;Short Sleeves
/content/drive/My Drive/iMaterialist2000/563205e15a384d135fe8f766-large.jpg,Peacoats;Red;Female;Wool;Long Sleeved
/content/drive/My Drive/iMaterialist2000/5684b6fc2dfd0124181034e4-large.jpg,Fashion Sets;Gray;Black;Female;Rayon;Round Neck;Long Sleeved
/content/drive/My Drive/iMaterialist2000/57635c51749c28623617b3e8-large.jpg,Casual Shirts;Male;Cotton;Round Neck;Short Sleeves
/content/drive/My Drive/iMaterialist2000/5775f3eb644e8d3653da789f-large.jpg,Cargo Pants;Green;Black;Male;Cotton;Spandex;Camouflage
/content/drive/My Drive/iMaterialist2000/563b0aa6b336c143b0021e35-large.jpg,Skirts;Female;Pleated
/content/drive/My Drive/iMaterialist2000/54bb4c3239b8c00b4829d443-large.jpg,Harem Pants;Blue;Black;Red;Female;Velvet
/content/drive/My Drive/iMaterialist2000/53bb61661093e60cc50acf1d-large.jpg,Casual Shirts;Black;Female;Round Neck;Polka Dot;Long Sleeved;Printed
/content/drive/My Drive/iMaterialist2000/59414120c64a4a41146e4b03-large.jpg,Casual Shirts;Gray;Orange;Black;White;Male;Cotton;Collared;Short Sleeves
/content/drive/My Drive/iMaterialist2000/59c369c252605870e8b3f5fe-large.jpg,Jackets;Blue;Black;Male;Quilted;Long Sleeved
/content/drive/My Drive/iMaterialist2000/541d686e4ad3ab65509b391a-large.jpg,Casual Shirts;Male;Round Neck;Long Sleeved
/content/drive/My Drive/iMaterialist2000/578d9eac15780b62944e94dc-large.jpg,Jumpsuits Overalls & Rompers;Neutral;Off The Shoulder;Vintage Retro
/content/drive/My Drive/iMaterialist2000/539b1105c3fa33559a92f2af-large.jpg,Kimonos;Neutral;Floral;Printed
/content/drive/My Drive/iMaterialist2000/58a58e13841eb3192ead98c0-large.jpg,Jackets;Female;Collared;Long Sleeved;Furry
/content/drive/My Drive/iMaterialist2000/532d4c0a9d45090fcce27aa3-large.jpg,Casual Dresses;Female;Round Neck;Floral;Sleeveless;Printed
/content/drive/My Drive/iMaterialist2000/58f363050094401fd6cc7794-large.jpg,Skirts;White;Female;Lace;Round Neck;Sleeveless;Pleated
/content/drive/My Drive/iMaterialist2000/58e065dea8891254d7fc1405-large.jpg,Dresses;Blue;Black;Female;Denim;Sleeveless;Pleated
/content/drive/My Drive/iMaterialist2000/564ed611002d7624b017bc09-large.jpg,Formal Dresses;Female;Sweetheart Neckline;Sequins;Strapless;Bodycon
/content/drive/My Drive/iMaterialist2000/529294c211b67c0ec3023460-large.jpg,T-Shirts;Green;Male;Cotton;Round Neck;Short Sleeves
/content/drive/My Drive/iMaterialist2000/575d16cc0d3b67643de13692-large.jpg,Dresses;Black;Female;Spandex;Sleeveless;Bodycon
/content/drive/My Drive/iMaterialist2000/56306eb8a5a5c61dc22f156d-large.jpg,Gray;Female;Knit;Round Neck;Long Sleeved;Furry
/content/drive/My Drive/iMaterialist2000/58ca58f6f2836154746a034b-large.jpg,Black;Female;Cotton;Polyester;Backless Dresses;Sleeveless;Spaghetti Straps
/content/drive/My Drive/iMaterialist2000/5760877a06899175d42eb8bf-large.jpg,Jackets;Blue;Beige;Black;Female;Collared;Long Sleeved
/content/drive/My Drive/iMaterialist2000/5708497642b30e18bdf569c7-large.jpg,Batwing Tops;Female;Chiffon;Round Neck;Short Sleeves;Hollow-Out
/content/drive/My Drive/iMaterialist2000/53ac344a13e1b30d286ab0d7-large.jpg,Blouses;Blue;Beige;Green;Yellow;Red;Female;Chiffon;Round Neck;Floral;Short Sleeves;Vintage Retro
/content/drive/My Drive/iMaterialist2000/57bab3fe20f28f1a1ecfa49b-large.jpg,Crop Tops;Female;Knit;Round Neck;Bodycon
/content/drive/My Drive/iMaterialist2000/543666029719cd57a92b4553-large.jpg,Capes & Capelets;Female;Faux Fur;Collared;Long Sleeved;Furry
/content/drive/My Drive/iMaterialist2000/556d8695352a90279db2d781-large.jpg,Dresses;Pink;Female;Silk;Round Neck;Floral;Long Sleeved;Summer
/content/drive/My Drive/iMaterialist2000/5677d2c6c8e6992bfc31da31-large.jpg,Hoodies & Sweatshirts;Male;Long Sleeved
/content/drive/My Drive/iMaterialist2000/597bbc97fc06e141e9ea027e-large.jpg,Leggings;Multi Color;Female
/content/drive/My Drive/iMaterialist2000/53328e039d450927f6893b7f-large.jpg,Dresses;Neutral;Round Neck;Long Sleeved;Printed
/content/drive/My Drive/iMaterialist2000/58eda4fb67d51d1930f9376a-large.jpg,Nightgowns;Blue;Black;Purple;Yellow;Red;Female;Lace;Mesh;Bandeaus
/content/drive/My Drive/iMaterialist2000/53fee85ccc578b0a86c269b4-large.jpg,Clubbing Dresses;Female;Lace;Round Neck;Mesh;Long Sleeved;Bodycon
/content/drive/My Drive/iMaterialist2000/5193b0834dc6fd59b13a76df-large.jpg,Jumpsuits Overalls & Rompers;Female;Polyester;Round Neck;Short Sleeves;Printed
/content/drive/My Drive/iMaterialist2000/540434087a9eb45ff2daf02b-large.jpg,Casual Shoes;Male;Leather
/content/drive/My Drive/iMaterialist2000/5967163c796a53014373aa8f-large.jpg,Black;White;Female;Backless Dresses;Spaghetti Straps
/content/drive/My Drive/iMaterialist2000/53d9c4fcd3392c7d83bc88cf-large.jpg,Capri Pants;Red;Male;Two-Tone
/content/drive/My Drive/iMaterialist2000/5277102d08eabf38beeeaa49-large.jpg,Dresses;Female;Sweetheart Neckline;Sleeveless;Printed
/content/drive/My Drive/iMaterialist2000/55b3ae4376974e409de2b79f-large.jpg,Dress Shirts;Male;Collared;Long Sleeved
/content/drive/My Drive/iMaterialist2000/5143f6fdb0322f05a778e7a0-large.jpg,Batwing Tops;Red;Female;Knit;Round Neck;Long Sleeved;Furry
/content/drive/My Drive/iMaterialist2000/577a250f5566e425f0f109c9-large.jpg,Maternity;Neutral;Cotton;Round Neck
/content/drive/My Drive/iMaterialist2000/57b83b6d606e341ac975f179-large.jpg,T-Shirts;Orange;Neutral;Polyester;Collared;Geometric
